pid,an,name,_date,caption,translation,student,keywords,manifest,thumbnail,full
069,7,Plate 69,,"Bonnet négligé, garni d´une Dentelle três-haute. Meubles en Acajou.","Casual bonnet, decorated with very high lace. Mahogany furniture",Ana Karen Aguero,négligé,/img/derivatives/iiif/069/manifest.json,"/img/derivatives/iiif/images/069/full/250,/0/default.jpg","/img/derivatives/iiif/images/069/full/1140,/0/default.jpg"
070,7,Plate 70,,"Turban à longue pointe. Lisieres de Mousseline en fil d´or, formant Garnitures.","Turban with a long corner. Borders in muslin with gold thread, as decorations. Théâtre Français de la République.",Ana Karen Aguero,"lisieres, mousseline",/img/derivatives/iiif/070/manifest.json,"/img/derivatives/iiif/images/070/full/250,/0/default.jpg","/img/derivatives/iiif/images/070/full/1140,/0/default.jpg"
071,7,Plate 71,,"Turban et Spencer à L´ algérienne. Sac appellé RIDICULE, en forme de Corbille.","Algerian-style turban and spencer. Handbag called RIDICULE, in the shape of a basket. Théâtre Italien.",Ana Karen Aguero,"ridicule, sac, spencer",/img/derivatives/iiif/071/manifest.json,"/img/derivatives/iiif/images/071/full/250,/0/default.jpg","/img/derivatives/iiif/images/071/full/1140,/0/default.jpg"
072,7,Plate 72,,Chapeau de Courrier. Schall Quarré.,Courrier hat. Square shawl. Théâtre de l’Odéon.,Ana Karen Aguero,"courrier, quarré",/img/derivatives/iiif/072/manifest.json,"/img/derivatives/iiif/images/072/full/250,/0/default.jpg","/img/derivatives/iiif/images/072/full/1140,/0/default.jpg"
073,7,Plate 73,,Toilette du Matin.,"Morning dress. Tuileries, 7 Brumaire.",Ana Karen Aguero,toilette,/img/derivatives/iiif/073/manifest.json,"/img/derivatives/iiif/images/073/full/250,/0/default.jpg","/img/derivatives/iiif/images/073/full/1140,/0/default.jpg"
074,7,Plate 74,,"Turban au Ballon. Ceinture croisée, Ridicule à Chiffre. Théâtre Faydeau.","Turban with a Ball.Crossed belt, Handbag with Monogram.Faydeau Theater.",Anne Higonnet,"turban, ceinture, ridicule, théâtre",/img/derivatives/iiif/074/manifest.json,"/img/derivatives/iiif/images/074/full/250,/0/default.jpg","/img/derivatives/iiif/images/074/full/1140,/0/default.jpg"
075,7,Plate 75,,"Chapeau Jockei, garni en Velours Coquelicot. Ceinture Croisée.Théâtre Italien.","Jockey Hat, decorated with Poppy Velvet, Crossed Belt. Italien Theater.",Anne Higonnet,"chapeau, ceinture, théâre",/img/derivatives/iiif/075/manifest.json,"/img/derivatives/iiif/images/075/full/250,/0/default.jpg","/img/derivatives/iiif/images/075/full/1140,/0/default.jpg"
076,7,Plate 76,,"Chapeau de Velours, orné de deux Plumes. Collier en esclavage. Théâtre Italien.","Velvet Hat, decorated with two Feathers, Slave Necklace. Italien Theater",Anne Higonnet,"chapeau, collier, théâtre",/img/derivatives/iiif/076/manifest.json,"/img/derivatives/iiif/images/076/full/250,/0/default.jpg","/img/derivatives/iiif/images/076/full/1140,/0/default.jpg"
077,7,Plate 77,,"Chapeau de Velours, orné de deux Plumes inclinées. Tunique de Bal.","Velvet hat, ornamented with two inclined feathers. ball tunic.",Emily Berger,"chapeau, velours, plume, bal, tunique",/img/derivatives/iiif/077/manifest.json,"/img/derivatives/iiif/images/077/full/250,/0/default.jpg","/img/derivatives/iiif/images/077/full/1140,/0/default.jpg"
078,7,Plate 78,,Variation du Chapeau de Courrier. Ceinture Croisée. Robe Ouverte sur le Côté. Théâtre Italien.,Variation on the Courier Hat. Crossed Belt. Dress Open on the Side. Italien Theater,Anne Higonnet,"chapeau, ceinture, robe, théIatre",/img/derivatives/iiif/078/manifest.json,"/img/derivatives/iiif/images/078/full/250,/0/default.jpg","/img/derivatives/iiif/images/078/full/1140,/0/default.jpg"
079,7,Plate 79,,"Amazone en Robe de Linon, Spencer de drap, Chapeau Jockei.","Amazon in linen dress, wool spencer, jockey hat.",Meredith Levin,"chapeau, amazône, linon, spencer, drap",/img/derivatives/iiif/079/manifest.json,"/img/derivatives/iiif/images/079/full/250,/0/default.jpg","/img/derivatives/iiif/images/079/full/1140,/0/default.jpg"
080,7,Plate 80,,Bonnet négligé garni en Comètes. Schall de Casimir. Tuileries.,Casual Bonnet decorated with Comets. Fine wool shawl. Tuileries,Anne Higonnet,"bonnet, schall, tuileries",/img/derivatives/iiif/080/manifest.json,"/img/derivatives/iiif/images/080/full/250,/0/default.jpg","/img/derivatives/iiif/images/080/full/1140,/0/default.jpg"
081,7,Plate 81,,Demi-Capote posée de côté. Fichu. Tablier. Ridicule. Opéra.,Kerchief. Apron. Handbag. Opera.,Anne Higonnet,"capote, fichu, tablier, ridicule, opéra",/img/derivatives/iiif/081/manifest.json,"/img/derivatives/iiif/images/081/full/250,/0/default.jpg","/img/derivatives/iiif/images/081/full/1140,/0/default.jpg"
082,7,Plate 82,,Capote Taillée en point sur le côté. Schall Ponceau. Tuileries.,"Soft-crowned, Stiff-brimmed Hat cut in a point on the side. Bright red shawl. Tuileries.",Anne Higonnet,"capote, schall, tuileries",/img/derivatives/iiif/082/manifest.json,"/img/derivatives/iiif/images/082/full/250,/0/default.jpg","/img/derivatives/iiif/images/082/full/1140,/0/default.jpg"
083,7,Plate 83,,Chapeau à la Minerve. Robe Rayée Blanc sur Blanc. Théât. de la Rép.,Minerva Hat. Striped White on White Dress. Theater de la République.,Anne Higonnet,"chapeau, robe, théatre",/img/derivatives/iiif/083/manifest.json,"/img/derivatives/iiif/images/083/full/250,/0/default.jpg","/img/derivatives/iiif/images/083/full/1140,/0/default.jpg"
084,7,Plate 84,,"Chapeau de Velours Souci, orné de gances d’argent. Schall Ponceau à Bordures Noires. Magasin de Modes.","Yellow-Orange Velvet Hat, trimmed with silver cord. Bright Red Shawl with Black Edges. Magasin de Modes.",Anne Higonnet,"chapeau, schall, magasin",/img/derivatives/iiif/084/manifest.json,"/img/derivatives/iiif/images/084/full/250,/0/default.jpg","/img/derivatives/iiif/images/084/full/1140,/0/default.jpg"
085,7,Plate 85,,Chapeau de Velours à fond plissé. Fichu – Schall à Bordure Effilée. Magasin de Modes.,Velvet Hat with pleated crown. Kerchief – Shawl with Fringed Border. Magasin de Modes.,Anne Higonnet,"chapeau, fichu, schall, magasin",/img/derivatives/iiif/085/manifest.json,"/img/derivatives/iiif/images/085/full/250,/0/default.jpg","/img/derivatives/iiif/images/085/full/1140,/0/default.jpg"
086,7,Plate 86,,"Toque de Velours, Bordée d’une Dentelle d’or, demi corset De Velours Ponceau. Opéra, 27 Nivose.","Soft Velvet Hat, Edged with gold Lace, half corset In Bright Red Velvet. Opera, 27 Nivose.",Anne Higonnet,"toque, corset, opera",/img/derivatives/iiif/086/manifest.json,"/img/derivatives/iiif/images/086/full/250,/0/default.jpg","/img/derivatives/iiif/images/086/full/1140,/0/default.jpg"
087,7,Plate 87,,"Capote de Satin Rose, Bordée en Tul. Douillette Garnie de sa Fourrure.","Pink satin bonnet, bound with net. Loose-cut coat decorated with its fur.
",Emily Berger,"bonnet, satin, tul, douillette, fourrure",/img/derivatives/iiif/087/manifest.json,"/img/derivatives/iiif/images/087/full/250,/0/default.jpg","/img/derivatives/iiif/images/087/full/1140,/0/default.jpg"
088,7,Plate 88,15 January 1798,Tournure d'un jeune homme.,Young man's outfit,Brontë Hebdon,"jeune homme, masculin",/img/derivatives/iiif/088/manifest.json,"/img/derivatives/iiif/images/088/full/250,/0/default.jpg","/img/derivatives/iiif/images/088/full/1140,/0/default.jpg"
089,7,Plate 89,,"Turban en Ruche, fichu Suisse vu par derrière.","Ruched turban, Swiss handkerchief seen from behind.",Emily Berger,"turban, rûche, suisse, fichu",/img/derivatives/iiif/089/manifest.json,"/img/derivatives/iiif/images/089/full/250,/0/default.jpg","/img/derivatives/iiif/images/089/full/1140,/0/default.jpg"
090,7,Plate 90,,"Chapeau à la Minerve, garnie de Gances entrelacées. Douillette bordée en Velours.","Minerva-style hat, decorated with interlaced cord. Loose-fitted coat edged with velvet.",Emily Berger,"minerve, gances, douillette",/img/derivatives/iiif/090/manifest.json,"/img/derivatives/iiif/images/090/full/250,/0/default.jpg","/img/derivatives/iiif/images/090/full/1140,/0/default.jpg"
091,7,Plate 91,,"Chapeau à la Minerve, Spencer Bordé en Poil.","Minerva-style hat, spencer bound with fur-hair.",Emily Berger,"minerve, spencer, poil",/img/derivatives/iiif/091/manifest.json,"/img/derivatives/iiif/images/091/full/250,/0/default.jpg","/img/derivatives/iiif/images/091/full/1140,/0/default.jpg"
092,7,Plate 92,,Casque à la Minerve. Fichu – Chemise.,Minerva-style helmet. Handkerchief – Chemise-dress.,Emily Berger,"casque, fichu, chemise",/img/derivatives/iiif/092/manifest.json,"/img/derivatives/iiif/images/092/full/250,/0/default.jpg","/img/derivatives/iiif/images/092/full/1140,/0/default.jpg"
093,7,Plate 93,15 February 1798,"Cheveux courts, gilets bordés, pantalon et Bottines.","Short hair, bordered vest, pants and boots",Brontë Hebdon,"gilets, bottines",/img/derivatives/iiif/093/manifest.json,"/img/derivatives/iiif/images/093/full/250,/0/default.jpg","/img/derivatives/iiif/images/093/full/1140,/0/default.jpg"
094,7,Plate 94,20 February 1798,"Chapeau de paille blanche, ample voile. spencer de drap. ","Straw Hat, large veil, draped spencer",Brontë Hebdon,"paille, voile, spencer",/img/derivatives/iiif/094/manifest.json,"/img/derivatives/iiif/images/094/full/250,/0/default.jpg","/img/derivatives/iiif/images/094/full/1140,/0/default.jpg"
095,7,Plate 95,,"Chapeau à fond plissé, orné d’une demi-Guirlande. Spencer Bordé en Velours.","Hat with pleated crown, ornamented with a half-garland. Spencer bound with velvet.
",Emily Berger,"fond, plissé, guirlande, spencer",/img/derivatives/iiif/095/manifest.json,"/img/derivatives/iiif/images/095/full/250,/0/default.jpg","/img/derivatives/iiif/images/095/full/1140,/0/default.jpg"
096,7,Plate 96,,Bonnet au Repentir. Robe à Manches courtes.,Repentance-style bonnet. Short-sleeved dress.,Emily Berger,"repentir, manches",/img/derivatives/iiif/096/manifest.json,"/img/derivatives/iiif/images/096/full/250,/0/default.jpg","/img/derivatives/iiif/images/096/full/1140,/0/default.jpg"
097,7,Plate 97,,"Cornette en Crêpè, Ornée d’une pointe de fichu.","Crape cornett, ornamented with a handkerchief corner.",Emily Berger,"cornette, fichu",/img/derivatives/iiif/097/manifest.json,"/img/derivatives/iiif/images/097/full/250,/0/default.jpg","/img/derivatives/iiif/images/097/full/1140,/0/default.jpg"
098,7,Plate 98,,Bonnet - Turban en Crêpe. fichu - Ceinture.,Turban bonnet made of crepe fabric. Scarf-belt.,Jodi Mikesell,"bonnet, turban, ceinture",/img/derivatives/iiif/098/manifest.json,"/img/derivatives/iiif/images/098/full/250,/0/default.jpg","/img/derivatives/iiif/images/098/full/1140,/0/default.jpg"
099,7,Plate 99,,Bonnet-Chapeau. Schall de Crêpe.,Bonnet-hat. Crape shawl.,Emily Berger,"bonnet, schall",/img/derivatives/iiif/099/manifest.json,"/img/derivatives/iiif/images/099/full/250,/0/default.jpg","/img/derivatives/iiif/images/099/full/1140,/0/default.jpg"
100,7,Plate 100,20 March 1798,"Cheveux à la Titus, habit dégagé, pantalon à la Hussarde","Hair like Titus, casual clothing, Hussar pants",Brontë Hebdon,"cheveux, titus, dégagé, pantalon, hussarde",/img/derivatives/iiif/100/manifest.json,"/img/derivatives/iiif/images/100/full/250,/0/default.jpg","/img/derivatives/iiif/images/100/full/1140,/0/default.jpg"
101,7,Plate 101,,"Chapeau de Paille, garni de Rubans Cannelés. Spencer à la hussarde.","Straw hat, decorated with ribbed ribbons. Hussar-style spencer.",Emily Berger,"chapeau, paille, rubans, cannelé, spencer, hussarde",/img/derivatives/iiif/101/manifest.json,"/img/derivatives/iiif/images/101/full/250,/0/default.jpg","/img/derivatives/iiif/images/101/full/1140,/0/default.jpg"
102,7,Plate 102,,Négligé à L’iphigénie.,Iphigenia-style casual dress.,Emily Berger,"négligé, iphigénie",/img/derivatives/iiif/102/manifest.json,"/img/derivatives/iiif/images/102/full/250,/0/default.jpg","/img/derivatives/iiif/images/102/full/1140,/0/default.jpg"
103,7,Plate 103,,Cornettes à la Paysanne. Schall de poil Angola.,Cottage cornetts. Imitation-cashmere shawl.,Emily Berger,"paysanne, cornette, poil angola, schall",/img/derivatives/iiif/103/manifest.json,"/img/derivatives/iiif/images/103/full/250,/0/default.jpg","/img/derivatives/iiif/images/103/full/1140,/0/default.jpg"
104,7,Plate 104,,"Chapeau de Paille, garni d’une Echelle de Rubans.","Straw hat, decorated with a ladder of ribbons.",Emily Berger,"paille, chapeau, echelle, ladder, rubans",/img/derivatives/iiif/104/manifest.json,"/img/derivatives/iiif/images/104/full/250,/0/default.jpg","/img/derivatives/iiif/images/104/full/1140,/0/default.jpg"
105,7,Plate 105,,Chapeau Casque. Tablier à Fichu.,Helmet-hat. Apron with handkerchief.,Emily Berger,"casque, tablier, fichu",/img/derivatives/iiif/105/manifest.json,"/img/derivatives/iiif/images/105/full/250,/0/default.jpg","/img/derivatives/iiif/images/105/full/1140,/0/default.jpg"
106,7,Plate 106,,"Chapeau Cannelé, Paille et Soie.","Ribbed hat, in straw and silk.",Emily Berger,"chapeau, cannelé, paille, soie",/img/derivatives/iiif/106/manifest.json,"/img/derivatives/iiif/images/106/full/250,/0/default.jpg","/img/derivatives/iiif/images/106/full/1140,/0/default.jpg"
107,7,Plate 107,,"Chapeau de Paille, garni d’un Large Ruban.","Straw hat, decorated with a wide ribbon.",Emily Berger,"chapeau, paille, ruban",/img/derivatives/iiif/107/manifest.json,"/img/derivatives/iiif/images/107/full/250,/0/default.jpg","/img/derivatives/iiif/images/107/full/1140,/0/default.jpg"
108,7,Plate 108,,Négligé à fond de Couleur. Tablier de Soubrette.,An Unusual color. Maid's Apron.,Jodi Mikesell,"négligé, soubrette",/img/derivatives/iiif/108/manifest.json,"/img/derivatives/iiif/images/108/full/250,/0/default.jpg","/img/derivatives/iiif/images/108/full/1140,/0/default.jpg"
109,7,Plate 109,29 mai 1799,Turban à la Caravane.,Caravan turban (?),Emily Cormack,"turban, caravane",/img/derivatives/iiif/109/manifest.json,"/img/derivatives/iiif/images/109/full/250,/0/default.jpg","/img/derivatives/iiif/images/109/full/1140,/0/default.jpg"
110,7,Plate 110,,Coeffure en Cheveux. Tunique Croisée.,Natural hair. Cross-over tunic.,Jewel Britton,coeffure en cheveux,/img/derivatives/iiif/110/manifest.json,"/img/derivatives/iiif/images/110/full/250,/0/default.jpg","/img/derivatives/iiif/images/110/full/1140,/0/default.jpg"
111,7,Plate 111,,"Chapeau en Rûche. Schall Noir, uni.",Ruched hat. Solid black shawl.,Jewel Britton,"rûche, schall, uni, chapeau",/img/derivatives/iiif/111/manifest.json,"/img/derivatives/iiif/images/111/full/250,/0/default.jpg","/img/derivatives/iiif/images/111/full/1140,/0/default.jpg"
112,7,Plate 112,,Bonnet Négligé. Tunique de Linon sur un Transparent.,Casual bonnet. Lawn tunic over a fine dress.,Jewel Britton,"bonnet, négligé, linon",/img/derivatives/iiif/112/manifest.json,"/img/derivatives/iiif/images/112/full/250,/0/default.jpg","/img/derivatives/iiif/images/112/full/1140,/0/default.jpg"
113,7,Plate 113,,Rézeaux à la Phrygienne. Tunique de Crêpe noir.,Phrygian-style nets. Black crape tunic.,Jewel Britton,"rézeaux, phrygienne",/img/derivatives/iiif/113/manifest.json,"/img/derivatives/iiif/images/113/full/250,/0/default.jpg","/img/derivatives/iiif/images/113/full/1140,/0/default.jpg"
114,7,Plate 114,,"Bonnet à la Folle, à passe quarrée. Fichu de Crêpe noir, bordé en couleur.","Crazy-style hat, with squared brim. Black crape kerchief, bound with color.",Jewel Britton,"bonnet, folle, quarrée, fichu",/img/derivatives/iiif/114/manifest.json,"/img/derivatives/iiif/images/114/full/250,/0/default.jpg","/img/derivatives/iiif/images/114/full/1140,/0/default.jpg"
115,7,Plate 115,,Bonnet- chapeau en Crêpe de couleur.,Bonnet-hat in colored crape.,Jewel Britton,bonnet,/img/derivatives/iiif/115/manifest.json,"/img/derivatives/iiif/images/115/full/250,/0/default.jpg","/img/derivatives/iiif/images/115/full/1140,/0/default.jpg"
116,7,Plate 116,1799,Cheveux courts. Cravate haute. Pantalon de Nankin.,Short hair. High tie. Nankin pants.,Barthélemy Glama,"cravate, nankin, masculin",/img/derivatives/iiif/116/manifest.json,"/img/derivatives/iiif/images/116/full/250,/0/default.jpg","/img/derivatives/iiif/images/116/full/1140,/0/default.jpg"
117,7,Plate 117,,Bonnet Chapeau. Fichu de couleur.,Bonnet hat. Colored kerchief.,Jewel Britton,"bonnet, fichu",/img/derivatives/iiif/117/manifest.json,"/img/derivatives/iiif/images/117/full/250,/0/default.jpg","/img/derivatives/iiif/images/117/full/1140,/0/default.jpg"
118,7,Plate 118,,Robe à Fleurs Blanc sur Blanc.,White-on-white flowered dress.,Jewel Britton,"fleur, robe, blanc sur blanc",/img/derivatives/iiif/118/manifest.json,"/img/derivatives/iiif/images/118/full/250,/0/default.jpg","/img/derivatives/iiif/images/118/full/1140,/0/default.jpg"
119,7,Plate 119,,Bonnet Toquet à fond plissé.,Cap bonnet with pleated crown.,Jewel Britton,"bonnet, toquet, fond, crown, plissé",/img/derivatives/iiif/119/manifest.json,"/img/derivatives/iiif/images/119/full/250,/0/default.jpg","/img/derivatives/iiif/images/119/full/1140,/0/default.jpg"
120,7,Plate 120,,Négligé.,Casual dress.,Jewel Britton,négligé,/img/derivatives/iiif/120/manifest.json,"/img/derivatives/iiif/images/120/full/250,/0/default.jpg","/img/derivatives/iiif/images/120/full/1140,/0/default.jpg"
121,7,Plate 121,,Chapeau de Paille. Fichu-Cravate.,Straw hat. Neck-tie handkerchief.,Jewel Britton,"paille, chapeau, fichu, cravate",/img/derivatives/iiif/121/manifest.json,"/img/derivatives/iiif/images/121/full/250,/0/default.jpg","/img/derivatives/iiif/images/121/full/1140,/0/default.jpg"
122,7,Plate 122,,Chapeau-Toquet en Rûche.,Ruched cap-hat.,Jewel Britton,"chapeau, toquet, rûche",/img/derivatives/iiif/122/manifest.json,"/img/derivatives/iiif/images/122/full/250,/0/default.jpg","/img/derivatives/iiif/images/122/full/1140,/0/default.jpg"
123,7,Plate 123,,Négligé-Toquet de forme Ronde.,Casual cap in a round shape.,Jewel Britton,"négligé, toquet",/img/derivatives/iiif/123/manifest.json,"/img/derivatives/iiif/images/123/full/250,/0/default.jpg","/img/derivatives/iiif/images/123/full/1140,/0/default.jpg"
124,7,Plate 124,,Serre-Tête Garni.,Ornamented head-band.,Jewel Britton,serre-tête,/img/derivatives/iiif/124/manifest.json,"/img/derivatives/iiif/images/124/full/250,/0/default.jpg","/img/derivatives/iiif/images/124/full/1140,/0/default.jpg"
125,7,Plate 125,,"Coeffure à L’antique, en Tresses de Cheveux.","Classical hairstyle, in braids.",Jewel Britton,"coeffure, antique, tresses, cheveux",/img/derivatives/iiif/125/manifest.json,"/img/derivatives/iiif/images/125/full/250,/0/default.jpg","/img/derivatives/iiif/images/125/full/1140,/0/default.jpg"
126,7,Plate 126,,"Chapeau sans bord, Orné de Plumes Panachées.","Hat without a brim, ornamented with variegated feathers.",Jewel Britton,"chapeau, bord, plume",/img/derivatives/iiif/126/manifest.json,"/img/derivatives/iiif/images/126/full/250,/0/default.jpg","/img/derivatives/iiif/images/126/full/1140,/0/default.jpg"
127,7,Plate 127,,Bonnet Voile en pleine Dentelle.,Veiled bonnet in full lace.,Jewel Britton,"bonnet, voile, dentelle",/img/derivatives/iiif/127/manifest.json,"/img/derivatives/iiif/images/127/full/250,/0/default.jpg","/img/derivatives/iiif/images/127/full/1140,/0/default.jpg"
128,7,Plate 128,,Bonnet-Voile en Dentelle et Crêpe Noirs.,Veiled bonnet in lace and black crape.,Jewel Britton,"bonnet, voile, dentelle",/img/derivatives/iiif/128/manifest.json,"/img/derivatives/iiif/images/128/full/250,/0/default.jpg","/img/derivatives/iiif/images/128/full/1140,/0/default.jpg"
129,7,Plate 129,,Capote Rose en organdis. Tablier-fichu.,Pink hood in organdy. Handkerchief-apron.,Jewel Britton,"rose, organdis, tablier, fichu",/img/derivatives/iiif/129/manifest.json,"/img/derivatives/iiif/images/129/full/250,/0/default.jpg","/img/derivatives/iiif/images/129/full/1140,/0/default.jpg"
130,7,Plate 130,,"Coeffure Antique, gaze et Cheveux.","Classical hairstyle, gauze and natural hair.",Jewel Britton,"antique, gaze",/img/derivatives/iiif/130/manifest.json,"/img/derivatives/iiif/images/130/full/250,/0/default.jpg","/img/derivatives/iiif/images/130/full/1140,/0/default.jpg"
131,7,Plate 131,,"Chapeau de Paille, recouvert en Chenille.","Staw hat, covered in chenille.",Jewel Britton,"paille, chapeau, chenille",/img/derivatives/iiif/131/manifest.json,"/img/derivatives/iiif/images/131/full/250,/0/default.jpg","/img/derivatives/iiif/images/131/full/1140,/0/default.jpg"
132,7,Plate 132,,Chapeau de Paille. Spencer de Nankin.,Straw hat. Spencer in nankeen.,Jewel Britton,"chapeau, paille, spencer, nankin",/img/derivatives/iiif/132/manifest.json,"/img/derivatives/iiif/images/132/full/250,/0/default.jpg","/img/derivatives/iiif/images/132/full/1140,/0/default.jpg"
133,7,Plate 133,,"Madame Angot, ou La Poissarde parvenue. Physionomie Théatrale de Corse, au Théatre Montansier.","Madame Angot, or the nouveau-riche fishmonger. Corsican theatrical role, at the Montansier Theater.",Jewel Britton,"theéâre, angot",/img/derivatives/iiif/133/manifest.json,"/img/derivatives/iiif/images/133/full/250,/0/default.jpg","/img/derivatives/iiif/images/133/full/1140,/0/default.jpg"
134,7,Plate 134,,"Bonnet à la Folle, en Crêpe Noir.","Crazy-style bonnet, in black crape.",Jewel Britton,"bonnet, folle",/img/derivatives/iiif/134/manifest.json,"/img/derivatives/iiif/images/134/full/250,/0/default.jpg","/img/derivatives/iiif/images/134/full/1140,/0/default.jpg"
135,7,Plate 135,,1. Canne. 2. Chaine de Montre 3. Medaillona 4. Boucles d’Oreilles.,1. Cane. 2. Watch-Chain. 3. Medallion. 4. Earrings.,Jewel Britton,"canne, montre, boucles d'oreilles",/img/derivatives/iiif/135/manifest.json,"/img/derivatives/iiif/images/135/full/250,/0/default.jpg","/img/derivatives/iiif/images/135/full/1140,/0/default.jpg"
136,7,Plate 136,,1. Colliers. 2. Epingles. 3. Medaillons.,1. Necklaces. 2. Pins. 3. Medallions.,Jewel Britton,"collier, epingles, medaillons",/img/derivatives/iiif/136/manifest.json,"/img/derivatives/iiif/images/136/full/250,/0/default.jpg","/img/derivatives/iiif/images/136/full/1140,/0/default.jpg"
137,7,Plate 137,,Négligé en Crêpe et Dentelle.,Casual hat in crape and lace.,Jewel Britton,"négligé, crêpe, dentelle",/img/derivatives/iiif/137/manifest.json,"/img/derivatives/iiif/images/137/full/250,/0/default.jpg","/img/derivatives/iiif/images/137/full/1140,/0/default.jpg"
138,7,Plate 138,,Coeffure à L’Antique.,Classical hairstyle.,Jewel Britton,"antique, coeffure",/img/derivatives/iiif/138/manifest.json,"/img/derivatives/iiif/images/138/full/250,/0/default.jpg","/img/derivatives/iiif/images/138/full/1140,/0/default.jpg"
139,7,Plate 139,,Bonnet Orné de Marguerites. Tunique de Crêpe.,Bonnet ornamented with daisies. Crape tunic.,Jewel Britton,bonnet,/img/derivatives/iiif/139/manifest.json,"/img/derivatives/iiif/images/139/full/250,/0/default.jpg","/img/derivatives/iiif/images/139/full/1140,/0/default.jpg"
140,7,Plate 140,,Négligé à Pointes et à Rosette.,Casual hat with lappets and a bow.,Jewel Britton,"négligé, pointes, rosette",/img/derivatives/iiif/140/manifest.json,"/img/derivatives/iiif/images/140/full/250,/0/default.jpg","/img/derivatives/iiif/images/140/full/1140,/0/default.jpg"
141,7,Plate 141,,"Chapeau à Côtes.
",Ribbed Hat.,Anne Higonnet,"chapeau, côtes",/img/derivatives/iiif/141/manifest.json,"/img/derivatives/iiif/images/141/full/250,/0/default.jpg","/img/derivatives/iiif/images/141/full/1140,/0/default.jpg"
142,7,Plate 142,,"Cornette à la Paysane, garnie en Gaze.
","Cottage cornett, decorated with gauze.",Anne Higonnet,"cornette, paysane, gaze",/img/derivatives/iiif/142/manifest.json,"/img/derivatives/iiif/images/142/full/250,/0/default.jpg","/img/derivatives/iiif/images/142/full/1140,/0/default.jpg"
143,7,Plate 143,,Cornette en Biais. Schall en Echarpe.,Cornett on the bias. Shawl worn as scarf.,Jewel Britton,"cornette, schall, echarpe",/img/derivatives/iiif/143/manifest.json,"/img/derivatives/iiif/images/143/full/250,/0/default.jpg","/img/derivatives/iiif/images/143/full/1140,/0/default.jpg"
144,7,Plate 144,1799,Ample redingote. Large pantalon.,Large redingote. Large pants.,Barthélemy Glama,"redingote, masculin",/img/derivatives/iiif/144/manifest.json,"/img/derivatives/iiif/images/144/full/250,/0/default.jpg","/img/derivatives/iiif/images/144/full/1140,/0/default.jpg"
145,7,Plate 145,,"Cornette de Crêpe, à Longues Pointes.","Cornett in Crape, with long lappets.",Jewel Britton,"cornette, crêpe, pointes",/img/derivatives/iiif/145/manifest.json,"/img/derivatives/iiif/images/145/full/250,/0/default.jpg","/img/derivatives/iiif/images/145/full/1140,/0/default.jpg"
146,7,Plate 146,,Cornette de Crêpe.,Crape cornett.,Jewel Britton,"cornette, crêpe",/img/derivatives/iiif/146/manifest.json,"/img/derivatives/iiif/images/146/full/250,/0/default.jpg","/img/derivatives/iiif/images/146/full/1140,/0/default.jpg"
147,7,Plate 147,,Coeffure en Tresses.,Hairstyle in locks.,Jewel Britton,tresses,/img/derivatives/iiif/147/manifest.json,"/img/derivatives/iiif/images/147/full/250,/0/default.jpg","/img/derivatives/iiif/images/147/full/1140,/0/default.jpg"
148,7,Plate 148,,Capote Rayée. Spencer de Linon.,Striped hood. Lawn spencer.,Jewel Britton,"rayé, linon, spencer",/img/derivatives/iiif/148/manifest.json,"/img/derivatives/iiif/images/148/full/250,/0/default.jpg","/img/derivatives/iiif/images/148/full/1140,/0/default.jpg"
149,7,Plate 149,,Coeffure de Fantaisie. Tunique de Crêpe.,Fancy hairstyle. Crape tunic.,Jewel Britton,fantaisie,/img/derivatives/iiif/149/manifest.json,"/img/derivatives/iiif/images/149/full/250,/0/default.jpg","/img/derivatives/iiif/images/149/full/1140,/0/default.jpg"
150,7,Plate 150,,Demi-Casque. Voile de Mousseline.,Half-helmet. Muslin veil.,Jewel Britton,"casque, mousseline, voile",/img/derivatives/iiif/150/manifest.json,"/img/derivatives/iiif/images/150/full/250,/0/default.jpg","/img/derivatives/iiif/images/150/full/1140,/0/default.jpg"
151,7,Plate 151,,Peigne d’Or. Fichu-Ceinture.,Gold hair-comb. Kerchief-belt.,Jewel Britton,"peigne, fichu, ceinture",/img/derivatives/iiif/151/manifest.json,"/img/derivatives/iiif/images/151/full/250,/0/default.jpg","/img/derivatives/iiif/images/151/full/1140,/0/default.jpg"
152,7,Plate 152,,Guirlandes en Coques.,Scalloped garlands.,Jewel Britton,"guirlandes, coques",/img/derivatives/iiif/152/manifest.json,"/img/derivatives/iiif/images/152/full/250,/0/default.jpg","/img/derivatives/iiif/images/152/full/1140,/0/default.jpg"
153,7,Plate 153,,"Cornette Gauffrée, à la Paysane.",Waffled Cottage cornett.,Jewel Britton,"cornette, gauffrée, paysanne",/img/derivatives/iiif/153/manifest.json,"/img/derivatives/iiif/images/153/full/250,/0/default.jpg","/img/derivatives/iiif/images/153/full/1140,/0/default.jpg"
154,7,Plate 154,,"Chapeau-Capote, orné de Fleurs et d'Epis.","Capote hat, ornamented with pine needles and cones. (?)",Jodi Mikesell,capote,/img/derivatives/iiif/154/manifest.json,"/img/derivatives/iiif/images/154/full/250,/0/default.jpg","/img/derivatives/iiif/images/154/full/1140,/0/default.jpg"
